Locus,GeneName
YDL079C,MRK1
YLR167W,RPS31
YML115C,VAN1
YIR006C,PAN1
YLL063C,AYT1
YHR027C,RPN1
YPR011C,YPR011C
YOR032C,HMS1
YJL178C,YJL178C
YDR467C,YDR467C
YNR053C,YNR053C
YMR074C,YMR074C
YPL277C,YPL277C
YLR095C,YLR095C
YLR168C,YLR168C
YGL016W,KAP122
YFL037W,TUB2
YNL021W,HDA1
YEL058W,PCM1
YML042W,CAT2
YKL084W,YKL084W
YKL157W,APE2
YGR048W,UFD1
YDR394W,RPT3
YOR105W,YOR105W
YLR451W,LEU3
YFL038C,YPT1
YNL022C,YNL022C
YMR147W,YMR147W
YML043C,RRN11
YLL064C,YLL064C
YHR028C,DAP2
YOR033C,DHS1
YDR468C,TLG1
YNR054C,YNR054C
YLR452C,SST2
YBR212W,NGR1
YPL278C,YPL278C
YGL017W,ATE1
YOL001W,PHO80
YEL059W,YEL059W
YML116W,ATR1
YIR007W,YIR007W
YKL085W,MDH1
YKL158W,YKL158W
YBR140C,IRA1
YGR049W,SCM4
YJL179W,PFD1
YDR395W,SXM1
YOR106W,VAM3
YGL018C,JAC1
YOL002C,YOL002C
YFL039C,ACT1
YNL023C,FAP1
YMR075W,YMR075W
YMR148W,YMR148W
YLR096W,KIN2
YLR169W,YLR169W
YIR008C,PRI1
YHR029C,YHR029C
YKL159C,RCN1
YPR013C,YPR013C
YOR034C,AKR2
YNR055C,HOL1
YLR453C,RIF2
YBR213W,MET8
YPL279C,YPL279C
YLR097C,YLR097C
YGR260W,YGR260W
YML117W,YML117W
YLL065W,GIN11
YBR141C,YBR141C
YDR396W,YDR396W
YDR469W,YDR469W
YLR380W,CSR1
YOR107W,YOR107W
YOL003C,YOL003C
YNL024C,YNL024C
YMR149W,SWP1
YGR261C,APL6
YKL087C,CYT2
YPR014C,YPR014C
YDR397C,NCB2
YOR035C,SHE4
YNR056C,BIO5
YMR077C,YMR077C
YBR214W,SDS24
YLR098C,CHA4
YGL019W,CKB1
YML118W,YML118W
YIR009W,MSL1
YGL230C,YGL230C
YLR381W,YLR381W
YOR108W,YOR108W
YLR454W,YLR454W
YNL025C,SSN8
YGR262C,YGR262C
YPR015C,YPR015C
YLR382C,NAM2
YDR100W,YDR100W
YNR057C,BIO4
YMR078C,CTF18
YBR142W,MAK5
YBR215W,HPC2
YLR099C,YLR099C
YOL004W,SIN3
YML046W,PRP39
YML119W,YML119W
YDR101C,YDR101C
YGL231C,YGL231C
YKL088W,YKL088W
YBR070C,SAT2
YBR143C,SUP45
YBR216C,YBR216C
YDR398W,YDR398W
YOR036W,PEP12
YOR109W,INP53
YLR455W,YLR455W
YOL005C,RPB11
YGR190C,YGR190C
YGR263C,YGR263C
YML047C,YML047C
YOR320C,YOR320C
YPR016C,CDC95
YNL026W,YNL026W
YDR102C,YDR102C
YCR050C,YCR050C
YKL089W,MIF2
YBR144C,YBR144C
YNL310C,YNL310C
YOR037W,CYC2
YDR399W,HPT1
YLR383W,RHC18
YOL006C,TOP1
YLR456W,YLR456W
YNR058W,BIO3
YMR079W,SEC14
YGR264C,MES1
YAL060W,YAL060W
YMR290C,HAS1
YPR017C,DSS4
YOR038C,HIR2
YLR384C,IKI3
YGL232W,YGL232W
YLR457C,NBP1
YBR071W,YBR071W
YBR217W,APG12
YBL040C,ERD2
YHR170W,NMD3
YNL027W,CRZ1
YGR191W,HIP1
YDR030C,RAD28
YML048W,GSF2
YOR321W,PMT3
YNL311C,YNL311C
YBR218C,PYC2
YNR059W,YNR059W
YOL007C,CSI2
YGR192C,TDH3
YML049C,RSE1
YOR322C,YOR322C
YAL061W,YAL061W
YLR385C,YLR385C
YGL160W,YGL160W
YDR103W,STE5
YCR051W,YCR051W
YGL233W,SEC15
YBR072W,HSP26
YBR145W,ADH5
YHR171W,APG7
YNL028W,YNL028W
YER010C,YER010C
YGR265W,YGR265W
YDR104C,YDR104C
YGL161C,YGL161C
YPR018W,RLF2
YMR291W,YMR291W
YJR130C,YJR130C
YOR039W,CKB2
YNL029C,KTR5
YGR193C,PDX1
YBL041W,PRE7
YOR250C,CLP1
YAL062W,GDH3
YOR323C,PRO2
YDR031W,YDR031W
YGL234W,"ADE5,7"
YCR052W,RSC6
YBR073W,RDH54
YBR146W,MRPS9
YNL312W,RFA2
YBL042C,FUI1
YAL063C,FLO9
YOL008W,YOL008W
YHR172W,SPC97
YGR266W,YGR266W
YDR032C,YDR032C
YDR105C,YDR105C
YNL240C,NAR1
YMR292W,GOT1
YPR019W,CDC54
YNL313C,YNL313C
YLR386W,YLR386W
YLR459W,CDC91
YOL009C,MDM12
YHR173C,YHR173C
YGR194C,XKS1
YGR267C,FOL2
YOR251C,YOR251C
YOR324C,YOR324C
YIL120W,YIL120W
YER011W,TIR1
YMR293C,YMR293C
YLR387C,YLR387C
YGL162W,SUT1
YCR053W,THR4
YGL235W,YGL235W
YBR074W,YBR074W
YCL022C,YCL022C
YBR147W,YBR147W
YJR131W,MNS1
YGL163C,RAD54
YGL236C,YGL236C
YCR054C,CTR86
YNL241C,ZWF1
YDL001W,YDL001W
YBL043W,ECM13
YGR268C,YGR268C
YAL064W,YAL064W
YJL100W,YJL100W
YIL121W,YIL121W
YER012W,PRE1
YDR033W,YDR033W
YGL090W,LIF1
YDR106W,ARP10
YDL002C,NHP10
YBR075W,YBR075W
YCL023C,YCL023C
YBR148W,YSW1
YJR132W,NMD5
YNL314W,DAL82
YJL101C,GSH1
YHR174W,ENO2
YGR195W,SKI6
YGL091C,NBP35
YDR034C,LYS14
YGL164C,YGL164C
YOR252W,YOR252W
YDR107C,YDR107C
YGL237C,HAP2
YOR325W,YOR325W
YMR294W,JNM1
YNL315C,ATP11
YLR388W,RPS29A
YGR196C,YGR196C
YOR180C,DCI1
YBL044W,YBL044W
YIL122W,YIL122W
YER013W,PRP22
YMR295C,YMR295C
YPL200W,YPL200W
YLR389C,STE23
YBR076W,ECM8
YJR060W,CBF1
YBR149W,ARA1
YNL242W,YNL242W
YBL045C,COR1
YJR133W,XPT1
YHR175W,CTR2
YGR269W,YGR269W
YPL201C,YPL201C
YOR253W,YOR253W
YGL165C,YGL165C
YOR326W,MYO2
YKR040C,YKR040C
YBR077C,YBR077C
YJR134C,YJR134C
YNL316C,PHA2
YDL003W,MCD1
YCL024W,YCL024W
YGR197C,SNG1
YOR254C,SEC63
YAL066W,YAL066W
YOR327C,SNC2
YJL102W,MEF2
YIL050W,PCL7
YIL123W,SIM1
YMR296C,LCB1
YER014W,HEM14
YGL092W,NUP145
YDR035W,ARO3
YDR108W,GSG1
YGL238W,CSE1
YCL025C,AGP1
YNL170W,YNL170W
YJR061W,YJR061W
YNL243W,SLA2
YJL103C,YJL103C
YAL067C,SEO1
YIL051C,MMD1
YCR024C-A,PMP1
YHR176W,YHR176W
YPR160W,GPH1
YDR036C,YDR036C
YOR181W,LAS17
YPL202C,YPL202C
YLR020C,YLR020C
YDR109C,YDR109C
YCR057C,PWP2
YOL150C,YOL150C
YGL239C,YGL239C
YNL171C,YNL171C
YNL244C,SUI1
YJR062C,NTA1
YJR135C,MCM22
YDL004W,ATP16
YPR161C,SGV1
YBL046W,YBL046W
YOR182C,RPS30B
YJL030W,MAD2
YIL124W,YIL124W
YER015W,FAA2
YGL093W,SPC105
YGL166W,CUP2
YDL005C,MED2
YKR041W,YKR041W
YBR078W,ECM33
YKL010C,UFD4
YNL317W,PFS2
YBL047C,YBL047C
YJL031C,BET4
YAL068C,YAL068C
YDR320C,YDR320C
YIL052C,RPL34B
YHR177W,YHR177W
YGR198W,YGR198W
YEL059C-A,SOM1
YGL094C,PAN2
YGL167C,PMR1
YOR255W,YOR255W
YOR328W,PDR10
YBR079C,RPG1
YMR297W,PRC1
YNL318C,HXT14
YJR136C,YJR136C
YPR162C,ORC4
YOR256C,YOR256C
YJL104W,YJL104W
YOR329C,SCD5
YIL125W,KGD1
YER016W,BIM1
YDR037W,KRS1
YPL130W,SPO19
YLR021W,YLR021W
YPL203W,PKA3
YOL151W,GRE2
YKR042W,UTH1
YNL172W,APC1
YJR063W,RPA12
YKL011C,CCE1
YHR178W,STB5
YER017C,AFG3
YGR199W,PMT6
YMR001C,CDC5
YGL095C,VPS45
YDR038C,ENA5
YOR183W,YOR183W
YLR022C,YLR022C
YCR059C,YCR059C
YKR043C,YKR043C
YNL173C,MDG1
YMR298W,YMR298W
YJR137C,ECM17
YDL006W,PTC1
YCL027W,FUS1
YPR163C,TIF3
YBL048W,YBL048W
YJL032W,YJL032W
YDR321W,ASP1
YJL105W,YJL105W
YAL069W,YAL069W
YIL053W,RHR2
YIL126W,STH1
YBR290W,BSD2
YPL131W,RPL5
YPL204W,HRR25
YGL168W,YGL168W
YOL152W,FRE7
YJR064W,CCT5
YNL246W,YNL246W
YNL319W,YNL319W
YHR179W,OYE2
YIL127C,YIL127C
YPR090W,YPR090W
YBR291C,CTP1
YER018C,SPC25
YDR039C,ENA2
YOR184W,SER1
YLR023C,YLR023C
YOR257W,CDC31
YOL080C,YOL080C
YPL205C,YPL205C
YJR065C,ARP3
YDL007W,RPT2
YPR091C,YPR091C
YCL028W,YCL028W
YKL012W,PRP40
YBL049W,YBL049W
YOR185C,GSP2
YJL033W,HCA4
YDR322W,MRPL35
YJL106W,IME2
YIL054W,YIL054W
YMR002W,YMR002W
YGL096W,YGL096W
YPL132W,COX11
YGL169W,SUA5
YKR044W,YKR044W
YNL174W,YNL174W
YCL029C,BIK1
YKL013C,ARC19
YNL247W,YNL247W
YJR138W,YJR138W
YDR250C,YDR250C
YDR323C,PEP7
YJL107C,YJL107C
YIL055C,YIL055C
YBR292C,YBR292C
YPR164W,KIM3
YPL133C,YPL133C
YLR024C,YLR024C
YPL206C,YPL206C
YOR258W,YOR258W
YKR045C,YKR045C
YNL175C,YNL175C
YNL248C,RPA49
YJR139C,HOM6
YDL008W,APC11
YOR259C,RPT4
YJL034W,KAR2
YIL128W,MET18
YER019W,YER019W
YMR003W,YMR003W
YPL060W,YPL060W
YGL097W,SRM1
YOL081W,IRA2
YDL009C,YDL009C
YOL154W,YOL154W
YJR066W,TOR1
YKL014C,YKL014C
YJL035C,YJL035C
YDR324C,YDR324C
YJL108C,YJL108C
YPR092W,YPR092W
YPR165W,RHO1
YPL134C,YPL134C
YOR186W,YOR186W
YOL155C,YOL155C
YKR046C,YKR046C
YNL176C,YNL176C
YJR067C,YAE1
YNL249C,MPA43
YPR093C,YPR093C
YPR166C,MRP2
YDR251W,PAM1
YIL056W,YIL056W
YDL220C,CDC13
YBR293W,YBR293W
YPL061W,ALD6
YMR004W,MVP1
YGL098W,YGL098W
YLR025W,SNF7
YPL207W,YPL207W
YOL082W,YOL082W
YIL057C,YIL057C
YOR187W,TUF1
YLR026C,SED5
YNL177C,YNL177C
YPR167C,MET16
YKL015W,PUT3
YDR252W,BTT1
YJL036W,SNX4
YDR325W,YDR325W
YBR294W,SUL1
YMR005W,MPT1
YPL062W,YPL062W
YPL135W,ISU1
YGL099W,YGL099W
YOL083W,YOL083W
YPL208W,YPL208W
YOL156W,HXT11
YKR047W,YKR047W
YKL016C,ATP7
YJR068W,RFC2
YDR253C,MET32
YDR326C,YDR326C
YLR310C,CDC25
YPR094W,YPR094W
YMR006C,PLB2
YOR188W,MSB1
YPL209C,IPL1
YLR027C,AAT2
YOL157C,YOL157C
YDL221W,YDL221W
YKR048C,NAP1
YJR069C,HAM1
YPR095C,SYT1
YDR180W,SCC2
YJL037W,YJL037W
YDL222C,YDL222C
YIL058W,YIL058W
YBR295W,PCA1
YPL063W,YPL063W
YPL136W,YPL136W
YOL084W,YOL084W
YNL178W,RPS3
YKL017C,HCS1
YDR181C,SAS4
YJL038C,YJL038C
YIL059C,YIL059C
YLR311C,YLR311C
YBR296C,PHO89
YPR168W,NUT2
YPL064C,YPL064C
YPL137C,YPL137C
YOR189W,YOR189W
YLR028C,ADE16
YOL085C,YOL085C
YOL158C,YOL158C
YKR049C,YKR049C
YNL179C,YNL179C
YPR096C,YPR096C
YAR020C,PAU7
YDR254W,CHL4
YDR327W,YDR327W
YDL223C,YDL223C
YMR007W,YMR007W
YER161C,SPT2
YJL039C,NUP192
YDR255C,YDR255C
YDR328C,SKP1
YLR312C,YLR312C
YPR169W,YPR169W
YMR008C,PLB1
YPL138C,YPL138C
YLR029C,RPL15A
YOL086C,ADH1
YDL150W,RPC53
YOL159C,YOL159C
YKL018W,YKL018W
YDR182W,CDC1
YDL151C,YDL151C
YDL224C,WHI4
YBR297W,MAL33
YPL065W,VPS28
YGR120C,SEC35
YER162C,RAD4
YDR256C,CTA1
YDR329C,PEX3
YLR313C,SPH1
YPR097W,YPR097W
YBR298C,MAL31
YPL139C,UME1
YOL087C,YOL087C
YPR098C,YPR098C
YBR001C,NTH2
YKL019W,RAM2
YDR183W,YDR183W
YLR240W,VPS34
YHR100C,YHR100C
YPL066W,YPL066W
YMR009W,YMR009W
YGR121C,MEP1
YDR540C,YDR540C
YER163C,YER163C
YDR184C,ATC1
YDR257C,RMS1
YLR314C,CDC3
YPL067C,YPL067C
YOL088C,MPD2
YDL152W,YDL152W
YDL225W,YDL225W
YPR099C,YPR099C
YER090W,TRP2
YBR002C,RER2
YMR220W,ERG8
YDL080C,THI3
YAR023C,YAR023C
YDL153C,SAS10
YLR241W,YLR241W
YDL226C,GCS1
YBR299W,MAL32
YHR101C,BIG1
YDR541C,YDR541C
YER091C,MET6
YDR185C,YDR185C
YMR221C,YMR221C
YDR258C,HSP78
YLR242C,ARV1
YPL068C,YPL068C
YOL089C,HAL9
YGR122W,YGR122W
YER164W,CHD1
YEL060C,PRB1
YDL081C,RPP1A
YDL227C,HO
YLR315W,YLR315W
YGR050C,YGR050C
YGR123C,PPT1
YJL180C,ATP12
YMR222C,YMR222C
YDR186C,YDR186C
YLR170C,APS1
YDR259C,YAP6
YLR316C,YLR316C
YAL034W-A,MTW1
YBR003W,COQ1
YPL069C,BTS1
YDL154W,MSH5
YHR102W,NRK1
YER092W,YER092W
YER165W,PAB1
YEL061C,CIN8
YBR004C,YBR004C
YLR243W,YLR243W
YHR030C,SLT2
YGR051C,YGR051C
YDR470C,YDR470C
YDR543C,YDR543C
YER093C,TSC11
YMR150C,IMP1
YLR244C,MAP1
YFL040W,YFL040W
YDL082W,RPL13A
YDL155W,CLB3
YKL160W,YKL160W
YHR103W,SBE22
YGR124W,ASN2
YJL181W,YJL181W
YGL020C,YGL020C
YER166W,YER166W
YPL280W,YPL280W
YMR223W,UBP8
YLR171W,YLR171W
YDL083C,RPS16B
YLR317W,YLR317W
YHR031C,RTT104
YKL161C,YKL161C
YJL182C,YJL182C
YDR544C,YDR544C
YOL052C-A,DDR2
YER094C,PUP3
YPL281C,ERR2
YMR224C,MRE11
YLR172C,DPH5
YLR245C,CDD1
YFL041W,FET5
YBR005W,YBR005W
YEL062W,NPR2
YDL156W,YDL156W
YIR010W,YIR010W
YHR104W,GRE3
YGR052W,YGR052W
YGR125W,YGR125W
YDR471W,RPL27B
YFL042C,YFL042C
YER167W,BCK2
YMR151W,YIM2
YEL063C,CAN1
YDR188W,CCT6
YML120C,NDI1
YIR011C,STS1
YDL157C,YDL157C
YKL006C-A,SFT1
YKL162C,YKL162C
YGR053C,YGR053C
YER168C,CCA1
YPL282C,YPL282C
YMR225C,MRPL44
YGL021W,ALK1
YLR319C,BUD6
YBR006W,YBR006W
YAR027W,YAR027W
YDL084W,SUB2
YHR032W,YHR032W
YHR105W,YHR105W
YGR126W,YGR126W
YJL183W,MNN11
YDR472W,TRS31
YOR110W,TFC7
YER095W,RAD51
YBR007C,YBR007C
YMR152W,YIM1
YEL064C,YEL064C
YDR189W,SLY1
YLR173W,YLR173W
YLR246W,ERF2
YDL158C,YDL158C
YDR473C,PRP3
YMR080C,NAM7
YHL001W,RPL14B
YMR226C,YMR226C
YPL283C,YRF1-7
YLR247C,YLR247C
YGL022W,STT3
YNL100W,YNL100W
YDL085W,YDL085W
YAR028W,YAR028W
YML121W,GTR1
YIR012W,SQT1
YHR033W,YHR033W
YKL090W,YKL090W
YKL163W,PIR3
YHR106W,TRR2
YGR054W,YGR054W
YGR127W,YGR127W
YJL184W,YJL184W
YGL023C,MTO1
YOR111W,YOR111W
YER096W,SHC1
YFL044C,YFL044C
YER169W,RPH1
YMR153W,NUP53
YBR008C,FLR1
YLR174W,IDP2
YML122C,YML122C
YIR013C,GAT4
YKL091C,YKL091C
YHR034C,YHR034C
YHR107C,CDC12
YKL164C,PIR1
YJL185C,YJL185C
YGR128C,YGR128C
YDR474C,YDR474C
YMR081C,ISF1
YMR154C,RIM13
YMR227C,TAF67
YHL002W,YHL002W
YEL065W,SIT1
YNL101W,YNL101W
YAR029W,YAR029W
YDL086W,YDL086W
YDL159W,STE7
YGR055W,MUP1
YHL003C,LAG1
YOR112W,YOR112W
YNR060W,FRE4
YFL045C,SEC53
YER097W,YER097W
YBR009C,HHF1
YML123C,PHO84
YLR175W,CBF5
YDL087C,LUC7
YLR248W,RCK2
YKL092C,BUD2
YER019C-A,SBH2
YKL165C,MCD4
YNR061C,YNR061C
YMR082C,YMR082C
YLR176C,RFX1
YGL024W,YGL024W
YEL066W,HPA3
YNL102W,POL1
YML050W,YML050W
YIR014W,YIR014W
YHR035W,YHR035W
YHR108W,YHR108W
YGR056W,RSC1
YBR220C,YBR220C
YOR040W,GLO4
YJL186W,MNN5
YGR129W,SYF2
YOR113W,AZF1
YGL025C,PGD1
YER098W,UBP9
YEL067C,YEL067C
YMR155W,YMR155W
YMR228W,MTF1
YML124C,TUB3
YDL088C,ASM4
YLR249W,YEF3
YKL166C,TPK3
YGR057C,LST7
YOR041C,YOR041C
YJL187C,SWE1
YDR476C,YDR476C
YNR062C,YNR062C
YLR460C,YLR460C
YER099C,PRS2
YMR156C,YMR156C
YMR229C,RRP5
YHL004W,MRP4
YFL046W,YFL046W
YNL030W,HHF2
YNL103W,MET4
YML051W,GAL80
YIR015W,RPR2
YHR036W,YHR036W
YKL093W,MBR1
YPR020W,ATP20
YHR109W,YHR109W
YBR221C,PDB1
YHL005C,YHL005C
YGL026C,TRP5
YOR114W,YOR114W
YNL031C,HHT2
YMR083W,ADH3
YNL104C,LEU4
YEL068C,YEL068C
YLR177W,YLR177W
YML125C,YML125C
YPR021C,YPR021C
YKL167C,MRP49
YJL188C,YJL188C
YOR115C,TRS33
YMR157C,YMR157C
YLR178C,TFS1
YOL010W,YOL010W
YFL047W,YFL047W
YML052W,SUR7
YDL089W,YDL089W
YIR016W,YIR016W
YHR037W,PUT2
YKL094W,YJU3
YHL006C,YHL006C
YBR222C,FAT2
YGR058W,YGR058W
YOR042W,YOR042W
YGL027C,CWH41
YDR477W,SNF1
YNR063W,YNR063W
YLR461W,PAU4
YFL048C,EMP47
YMR084W,YMR084W
YEL069C,HXT13
YML053C,YML053C
YML126C,HMGS
YIR017C,MET28
YKL168C,KKQ8
YPR022C,YPR022C
YOR116C,RPO31
YNR064C,YNR064C
YLR179C,YLR179C
YOL011W,PLB3
YNL032W,SIW14
YNL105W,YNL105W
YHR038W,FIL1
YKL095W,YJU2
YBR150C,YBR150C
YHL007C,STE20
YGR059W,SPR3
YBR223C,YBR223C
YJL189W,RPL39
YOR043W,WHI2
YGL028C,SCW11
YDR478W,SNM1
YLR462W,YLR462W
YOL012C,HTA3
YNL106C,INP52
YMR158W,YMR158W
YML054C,CYB2
YHR039C,YHR039C
YPR023C,YPR023C
YKL169C,YKL169C
YDR479C,YDR479C
YHR079C-A,SAE3
YNR065C,YNR065C
YLR463C,YLR463C
YMR159C,APG16
YFL049W,YFL049W
YNL033W,YNL033W
YGR270W,YTA7
YML127W,YML127W
YIR018W,YAP5
YKL096W,CWP1
YHL008C,YHL008C
YOR044W,YOR044W
YLR390W,ECM19
YOR117W,RPT5
YOL013C,HRD1
YMR086W,YMR086W
YML128C,YML128C
YKL097C,YKL097C
YNR066C,YNR066C
YBR151W,YBR151W
YBR224W,YBR224W
YGL029W,CGR1
YNL034W,YNL034W
YNL107W,YNL107W
YML055W,SPC2
YGR271W,YGR271W
YPR024W,YME1
YHL009C,YAP3
YOR045W,TOM6
YOR118W,YOR118W
YMR087W,YMR087W
YNL035C,YNL035C
YNL108C,YNL108C
YML056C,YML056C
YGR272C,YGR272C
YML129C,COX14
YPR025C,CCL1
YOR046C,DBP5
YDR110W,FOB1
YLR392C,YLR392C
YOR119C,RIO1
YNR067C,YNR067C
YLR465C,YLR465C
YGL240W,DOC1
YMR088C,YMR088C
YBR152W,SPP381
YBR225W,YBR225W
YOL014W,YOL014W
YDR111C,YDR111C
YBR080C,SEC18
YKL098W,YKL098W
YGR273C,YGR273C
YOR330C,MIP1
YKL099C,YKL099C
YOR047C,STD1
YGL241W,KAP114
YNR068C,YNR068C
YMR089C,YTA12
YBR153W,RIB7
YOL015W,YOL015W
YNL036W,NCE103
YNL109W,YNL109W
YML057W,CMP2
YGL242C,YGL242C
YBR081C,SPT7
YBR154C,RPB5
YPR026W,ATH1
YBR227C,MCX1
YLR393W,ATP10
YOL016C,CMK2
YLR466W,YRF1-4
YNL037C,IDH1
YGR274C,TAF145
YOR331C,YOR331C
YPR027C,YPR027C
YOR048C,RAT1
YCR060W,YCR060W
YNR069C,YNR069C
YNL320W,YNL320W
YHR180W,YHR180W
YDR040C,ENA1
YML058W,SML1
YDR113C,PDS1
YGL170C,YGL170C
YBR082C,UBC4
YLR394W,YLR394W
YBL050W,SEC17
YML059C,YML059C
YOR049C,YOR049C
YLR395C,COX8
YGL243W,TAD1
YCR061W,YCR061W
YCL030C,HIS4
YBR155W,CNS1
YBR228W,YBR228W
YNL321W,YNL321W
YBL051C,YBL051C
YOL017W,YOL017W
YHR181W,YHR181W
YNL038W,YNL038W
YGR275W,RTT102
YDR114C,YDR114C
YOR332W,VMA4
YBR156C,SLI15
YPR028W,YIP2
YBR229C,ROT2
YNL322C,KRE1
YJR140C,HIR3
YOL018C,TLG2
YGR276C,RNH70
YOR333C,YOR333C
YPR029C,APL4
YER020W,GPA2
YDR041W,YDR041W
YGL171W,ROK1
YLR396C,VPS33
YGL244W,RTF1
YCR062W,YCR062W
YCL031C,RRP7
YBR083W,TEC1
YBL052C,SAS3
YHR182W,YHR182W
YNL039W,TFC5
YDR042C,YDR042C
YOR260W,GCD1
YBR157C,YBR157C
YDL010W,YDL010W
YGR277C,YGR277C
YOR261C,RPN8
YIL130W,YIL130W
YER021W,RPN3
YGL172W,NUP49
YDR115W,YDR115W
YLR397C,AFG2
YDL011C,YDL011C
YCR063W,YCR063W
YGL245W,YGL245W
YBR084W,MIS1
YNL250W,RAD50
YJR141W,YJR141W
YNL323W,YNL323W
YJL110C,GZF3
YOL019W,YOL019W
YHR183W,GND1
YIL131C,FKH1
YDR043C,NRG1
YDR116C,YDR116C
YGL173C,KEM1
YCR064C,YCR064C
YOR334W,MRS2
YGL246C,RAI1
YCL032W,STE50
YBL053W,YBL053W
YOR335C,ALA1
YFR001W,YFR001W
YER022W,SRB4
YLR398C,SKI2
YLR100W,YLR100W
YDL012C,YDL012C
YBR085W,AAC3
YCL033C,YCL033C
YBR158W,YBR158W
YNL324W,YNL324W
YJR142W,YJR142W
YIL132C,YIL132C
YHR184W,SSP1
YGR278W,YGR278W
YPL210C,SRP72
YDR117C,YDR117C
YOR262W,YOR262W
YLR101C,YLR101C
YBR086C,IST2
YJR070C,YJR070C
YNL252C,MRPL17
YNL325C,FIG4
YJR143C,PMT4
YHR185C,ADY1
YBL054W,YBL054W
YGR279C,SCW4
YOR263C,YOR263C
YJL111W,CCT7
YFR002W,NIC96
YDR400W,YDR400W
YER023W,PRO3
YDR044W,HEM13
YLR399C,BDF1
YGL174W,YGL174W
YGL247W,YGL247W
YCR065W,HCM1
YBR159W,YBR159W
YBL055C,YBL055C
YFR003C,YFR003C
YIL133C,RPL16A
YOR190W,SPR1
YDR045C,RPC11
YGL175C,SAE2
YOR336W,KRE5
YLR102C,APC9
YNL180C,RHO5
YNL326C,YNL326C
YDL013W,HEX3
YHR186C,YHR186C
YCL034W,YCL034W
YJL112W,YJL112W
YDR401W,YDR401W
YIL060W,YIL060W
YER024W,YER024W
YDR118W,APC4
YPL211W,NIP7
YCR066W,RAD18
YGL248W,PDE1
YKR050W,TRK2
YBR087W,RFC5
YCL035C,GRX1
YJR071W,YJR071W
YNL253W,YNL253W
YJR144W,MGM101
YIL061C,SNP1
YDR402C,DIT2
YDR046C,BAP3
YOR191W,RIS1
YOR264W,YOR264W
YGL176C,YGL176C
YPL212C,PUS1
YOR337W,TEA1
YCR067C,SED4
YLR103C,CDC45
YBR088C,POL30
YJR072C,YJR072C
YNL254C,YNL254C
YJR145C,RPS4A
YDL014W,NOP1
YOR192C,YOR192C
YBL056W,PTC3
YFR004W,RPN11
YIL134W,FLX1
YER025W,GCD11
YDR119W,YDR119W
YLR030W,YLR030W
YOL160W,YOL160W
YGL249W,ZIP2
YDL015C,YDL015C
YKR051W,YKR051W
YNL181W,YNL181W
YKL020C,SPT23
YNL327W,EGT2
YBL057C,YBL057C
YFR005C,SAD1
YIL062C,ARC15
YHR187W,IKI1
YIL135C,YIL135C
YPR171W,YPR171W
YER026C,CHO1
YPL140C,MKK2
YOR265W,RBL2
YOR338W,YOR338W
YOL161C,YOL161C
YKR052C,MRS4
YNL182C,YNL182C
YNL255C,GIS2
YJR073C,OPI3
YNL328C,MDJ2
YHR188C,YHR188C
YCL036W,YCL036W
YJL041W,NSP1
YOR339C,UBC11
YDR330W,YDR330W
YDR403W,DIT1
YMR010W,YMR010W
YDR047W,HEM12
YPL213W,LEA1
YLR031W,YLR031W
YDL016C,YDL016C
YCR068W,YCR068W
YLR104W,YLR104W
YCL037C,SRO9
YBR089W,YBR089W
YKL021C,MAK11
YJR146W,YJR146W
YIL063C,YRB2
YDR404C,RPB7
YPR172W,YPR172W
YER027C,GAL83
YOR193W,YOR193W
YPL141C,YPL141C
YOR266W,PNT1
YPL214C,THI6
YLR105C,SEN2
YKR053C,YSR3
YNL183C,NPR1
YNL329C,PEX6
YPR173C,VPS4
YOR194C,TOA1
YBL058W,SHP1
YOR267C,YOR267C
YJL042W,MHP1
YJL115W,ASF1
YDR331W,GPI8
YFR006W,YFR006W
YIL136W,OM45
YMR011W,HXT2
YLR032W,RAD5
YGL178W,MPT5
YCR069W,SCC3
YOL162W,YOL162W
YCL038C,YCL038C
YKL022C,CDC16
YJR074W,MOG1
YNL256W,YNL256W
YJR147W,HMS2
YJL116C,NCA3
YHR189W,YHR189W
YIL137C,YIL137C
YER028C,YER028C
YPL142C,YPL142C
YGL179C,YGL179C
YKR054C,DYN1
YNL184C,YNL184C
YNL257C,SIP3
YDL017W,CDC7
YLL001W,DNM1
YPR174C,YPR174C
YBL059W,YBL059W
YOR268C,YOR268C
YJL043W,YJL043W
YDR332W,YDR332W
YDR405W,MRP20
YIL064W,YIL064W
YFR007W,YFR007W
YMR012W,CLU1
YDR049W,YDR049W
YLR033W,YLR033W
YOL090W,MSH2
YPL215W,CBP3
YOL163W,YOL163W
YDL018C,ERP3
YJR075W,HOC1
YJR148W,BAT2
YDR260C,SWM1
YJL044C,GYP6
YDR333C,YDR333C
YIL065C,YIL065C
YIL138C,TPM2
YER029C,SMB1
YMR013C,SEC59
YOR195W,SLK19
YLR034C,SMF3
YNL185C,MRPL19
YJR076C,CDC11
YNL258C,YNL258C
YLL002W,KIM2
YKL023W,YKL023W
YOR196C,LIP5
YJL117W,PHO86
YFR008W,YFR008W
YDR406W,PDR15
YPL070W,YPL070W
YPL143W,RPL33A
YOL091W,SPO21
YPL216W,YPL216W
YOL164W,YOL164W
YLR107W,YLR107W
YDL019C,YDL019C
YKR055W,RHO4
YKL024C,URA6
YJR149W,YJR149W
YDR261C,EXG2
